# Constructed from biom file
#OTU ID	10317.000091084
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis	1.59929680141
ANAEROFRUCAT-PWY: homolactic fermentation	0.896798206404
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)	1.1136977726
ARGININE-SYN4-PWY: L-ornithine de novo  biosynthesis	1.1071977856
ARO-PWY: chorismate biosynthesis I	0.998998002004
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis	0.280099439801
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis	0.796698406603
CALVIN-PWY: Calvin-Benson-Bassham cycle	0.942298115404
COA-PWY-1: coenzyme A biosynthesis II (mammalian)	0.959398081204
COA-PWY: coenzyme A biosynthesis I	0.336399327201
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis	1.0656978686
DAPLYSINESYN-PWY: L-lysine biosynthesis I	0.208999582001
DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I	0.827098345803
FASYN-ELONG-PWY: fatty acid elongation -- saturated	0.511798976402
FASYN-INITIAL-PWY: superpathway of fatty acid biosynthesis initiation (E. coli)	0.401899196202
GALACT-GLUCUROCAT-PWY: superpathway of hexuronide and hexuronate degradation	0.257099485801
GALACTUROCAT-PWY: D-galacturonate degradation I	0.264899470201
GLUCOSE1PMETAB-PWY: glucose and glucose-1-phosphate degradation	0.267799464401
GLUCUROCAT-PWY: superpathway of &beta;-D-glucuronide and D-glucuronate degradation	0.243499513001
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)	0.645698708603
GLYCOLYSIS: glycolysis I (from glucose 6-phosphate)	0.696598606803
HISTSYN-PWY: L-histidine biosynthesis	0.478899042202
HOMOSER-METSYN-PWY: L-methionine biosynthesis I	0.268399463201
HSERMETANA-PWY: L-methionine biosynthesis III	0.270899458201
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)	1.76249647501
MET-SAM-PWY: superpathway of S-adenosyl-L-methionine biosynthesis	0.466599066802
METSYN-PWY: L-homoserine and L-methionine biosynthesis	0.431499137002
NAD-BIOSYNTHESIS-II: NAD salvage pathway II	0.0738998522003
NAGLIPASYN-PWY: lipid IVA biosynthesis	0.195999608001
NONMEVIPP-PWY: methylerythritol phosphate pathway I	1.33149733701
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)	0.713198573603
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)	0.301299397401
P185-PWY: formaldehyde assimilation III (dihydroxyacetone cycle)	0.1231997536
P461-PWY: hexitol fermentation to lactate, formate, ethanol and acetate	0.402899194202
PANTO-PWY: phosphopantothenate biosynthesis I	1.120997758
PANTOSYN-PWY: pantothenate and coenzyme A biosynthesis I	0.516598966802
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)	1.59129681741
PPGPPMET-PWY: ppGpp biosynthesis	0.196999606001
PWY-1042: glycolysis IV (plant cytosol)	1.0741978516
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis I	0.322399355201
PWY-2941: L-lysine biosynthesis II	0.330599338801
PWY-2942: L-lysine biosynthesis III	1.78689642621
PWY-3001: superpathway of L-isoleucine biosynthesis I	0.759598480803
PWY-3841: folate transformations II	1.58649682701
PWY-4242: pantothenate and coenzyme A biosynthesis III	0.343099313801
PWY-5097: L-lysine biosynthesis VI	1.54059691881
PWY-5100: pyruvate fermentation to acetate and lactate II	1.28609742781
PWY-5101: L-isoleucine biosynthesis II	0.440399119202
PWY-5103: L-isoleucine biosynthesis III	0.668998662003
PWY-5121: superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)	0.367399265201
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)	0.126799746401
PWY-5347: superpathway of L-methionine biosynthesis (transsulfuration)	0.405999188002
PWY-5484: glycolysis II (from fructose 6-phosphate)	0.680098639803
PWY-5659: GDP-mannose biosynthesis	0.461899076202
PWY-5667: CDP-diacylglycerol biosynthesis I	1.48789702421
PWY-5686: UMP biosynthesis	1.53089693821
PWY-5690: TCA cycle II (plants and fungi)	0.141199717601
PWY-5695: urate biosynthesis/inosine 5'-phosphate degradation	1.77169645661
PWY-5973: cis-vaccenate biosynthesis	0.967198065604
PWY-5989: stearate biosynthesis II (bacteria and plants)	0.386099227802
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I	1.1813976372
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II	1.2061975876
PWY-6123: inosine-5'-phosphate biosynthesis I	0.182699634601
PWY-6124: inosine-5'-phosphate biosynthesis II	0.155399689201
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II	0.902698194604
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II	0.977198045604
PWY-6151: S-adenosyl-L-methionine cycle I	1.67389665221
PWY-6163: chorismate biosynthesis from 3-dehydroquinate	0.991398017204
PWY-6168: flavin biosynthesis III (fungi)	1.0608978782
PWY-6270: isoprene biosynthesis I	0.862698274603
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis	1.2061975876
PWY-6282: palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)	0.434799130402
PWY-6317: galactose degradation I (Leloir pathway)	0.532498935002
PWY-6385: peptidoglycan biosynthesis III (mycobacteria)	1.48869702261
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)	1.56809686381
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)	1.49299701401
PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation	0.208399583201
PWY-6527: stachyose degradation	0.424499151002
PWY-6545: pyrimidine deoxyribonucleotides de novo biosynthesis III	0.252099495801
PWY-6608: guanosine nucleotides degradation III	0.397299205402
PWY-6609: adenine and adenosine salvage III	0.255299489401
PWY-6700: queuosine biosynthesis	1.41569716861
PWY-6703: preQ0 biosynthesis	1.34749730501
